"Feature","Data_Type","Category","Sub_Category","TCGA-23-1021","TCGA-23-1022","TCGA-23-1023","TCGA-23-1024","TCGA-23-1026","TCGA-23-1027","TCGA-23-1028","TCGA-23-1029","TCGA-23-1030","TCGA-23-1031","TCGA-23-1032","TCGA-23-1109","TCGA-23-1110","TCGA-23-1111","TCGA-23-1113","TCGA-23-1114","TCGA-23-1116","TCGA-23-1117","TCGA-23-1118","TCGA-23-1119","TCGA-23-1120","TCGA-23-1121","TCGA-23-1122","TCGA-23-1123","TCGA-23-1809","TCGA-23-2072","TCGA-23-2077","TCGA-23-2078","TCGA-23-2079","TCGA-23-2081","TCGA-23-2084","TCGA-23-2641","TCGA-23-2643","TCGA-23-2645","TCGA-23-2647","TCGA-23-2649","TCGA-25-1312","TCGA-25-1313","TCGA-25-1314","TCGA-25-1315","TCGA-25-1316","TCGA-25-1317","TCGA-25-1318","TCGA-25-1319","TCGA-25-1320","TCGA-25-1321","TCGA-25-1322","TCGA-25-1323","TCGA-25-1324","TCGA-25-1326","TCGA-25-1328","TCGA-25-1329","TCGA-25-1623","TCGA-25-1625","TCGA-25-1626","TCGA-25-1627","TCGA-25-1630","TCGA-25-1631","TCGA-25-1632","TCGA-25-1634","TCGA-25-1635","TCGA-25-1870","TCGA-25-1871","TCGA-25-1877","TCGA-25-1878","TCGA-25-2042","TCGA-25-2391","TCGA-25-2392","TCGA-25-2393","TCGA-25-2396","TCGA-25-2397","TCGA-25-2399","TCGA-25-2400","TCGA-25-2401","TCGA-25-2404","TCGA-25-2408","TCGA-25-2409","TCGA-3P-A9WA","TCGA-42-2582","TCGA-42-2587","TCGA-42-2588","TCGA-42-2589","TCGA-42-2590","TCGA-42-2591","TCGA-42-2593","TCGA-57-1582","TCGA-57-1583","TCGA-57-1585","TCGA-57-1586","TCGA-57-1992","TCGA-57-1993","TCGA-57-1994","TCGA-59-A5PD","TCGA-5X-AA5U","TCGA-OY-A56P","TCGA-OY-A56Q","TCGA-WR-A838"
"90thPercentile_N_F2","num","Nuclear","Nuclear",0.800807,0.8051948,0.8047138,0.8024815,0.8044119,0.8042328,0.8061105,0.8019307,0.8006271,0.7998028,0.7989503,0.8027211,0.8012407,0.7965243,0.8043478,0.7989483,0.7994373,0.8,0.8013558,0.8018077,0.8040764,0.7996762,0.8042799,0.8019231,0.8005952,0.8040062,0.8016793,0.8048019,0.8063492,0.8019084,0.8,0.8038462,0.7978382,0.8030303,0.7991442,0.7994638,0.8029586,0.8021994,0.798951,0.8036076,0.8004115,0.8011696,0.8018606,0.8003397,0.7983471,0.8,0.8007663,0.8053345,0.800345,0.8040993,0.8025751,0.8049536,0.7987013,0.8042105,0.8023694,0.7985201,0.8008021,0.7930952,0.8012192,0.8002966,0.8058064,0.7952381,0.798867,0.8035714,0.8012829,0.8015873,0.8016584,0.8024175,0.7957843,0.8003132,0.8028571,0.8020016,0.8,0.8059771,0.7993544,0.8048259,0.8007055,0.7984694,0.8032258,0.8027778,0.8,0.8033333,0.8034991,0.8043961,0.7983416,0.8005997,0.7946429,0.7984232,0.7956349,0.8019324,0.7971061,0.8051948,0.802005,0.8050569,0.7980891,0.7967373,0.8017391
"95thPercentile_N_F2","num","Nuclear","Nuclear",0.8123462,0.8147059,0.8152819,0.8133902,0.8137931,0.8129572,0.8159462,0.8114977,0.8119778,0.8110235,0.8100969,0.8148148,0.8122281,0.8076923,0.8142857,0.8125,0.8103073,0.8108535,0.8160209,0.8125,0.813689,0.8116051,0.8138889,0.8125,0.8117681,0.8152174,0.8122724,0.8143939,0.8153846,0.8131313,0.8104358,0.8137931,0.8093926,0.8127143,0.8102778,0.8110888,0.8138844,0.8117734,0.8090847,0.8146823,0.8111949,0.8137255,0.8122842,0.8123167,0.8101617,0.8133493,0.8115523,0.8162342,0.8112525,0.8147407,0.8138931,0.8157895,0.8112734,0.8148148,0.8138528,0.8096862,0.8121847,0.8035714,0.8125,0.8125996,0.8153116,0.807971,0.8115858,0.8148148,0.8110048,0.8116667,0.8121713,0.8140633,0.8105967,0.8104348,0.8136129,0.8135049,0.8115005,0.815047,0.8107692,0.8162055,0.810842,0.8104575,0.8136646,0.8125,0.8110742,0.8125946,0.8138196,0.8142857,0.8123118,0.8109244,0.8066667,0.8093235,0.807598,0.8117284,0.8091535,0.8167012,0.8114286,0.8164881,0.8090867,0.8083507,0.8125
"99thPercentile_N_F2","num","Nuclear","Nuclear",0.8313055,0.8347016,0.8351648,0.8338548,0.8333333,0.8304562,0.8333333,0.8303373,0.8329708,0.8319221,0.8305244,0.8379121,0.8327072,0.8295598,0.8319328,0.836143,0.8293149,0.8312425,0.8318578,0.8315886,0.8333333,0.8324251,0.8330381,0.8333333,0.8311901,0.8344828,0.8333333,0.8328804,0.8324374,0.8339343,0.8300373,0.8337596,0.8303158,0.8308722,0.8294015,0.8333333,0.8329154,0.8307992,0.8303869,0.8333333,0.8322516,0.8365681,0.8352422,0.8346978,0.829907,0.8343668,0.8310978,0.837116,0.8318182,0.8348923,0.8348765,0.8360265,0.8315508,0.8347059,0.8353953,0.8310258,0.8340971,0.8248808,0.8315789,0.8341243,0.8352941,0.8314677,0.8351648,0.8363636,0.8309696,0.8313165,0.8333333,0.8367279,0.8351486,0.8304196,0.8333333,0.8349857,0.8321993,0.8333333,0.8317308,0.8367347,0.8317768,0.8331197,0.8333333,0.8310794,0.8322761,0.8302808,0.8325554,0.8351648,0.8364501,0.8305886,0.8291159,0.8289749,0.8292259,0.8303571,0.8282153,0.836715,0.8285756,0.837183,0.8313546,0.8291879,0.8326598
"maximum_N_F2","num","Nuclear","Nuclear",0.9057239,0.8918129,0.8859649,0.8839286,0.8845109,0.8809524,0.8725,0.88,0.8846154,0.9116379,0.8824786,0.9038462,0.9117647,0.8827586,0.9005848,0.8830585,0.8863636,0.8866667,0.8336842,0.8776042,0.892562,0.8598485,0.8908382,0.8888889,0.9,0.9166667,0.9196429,0.8888889,0.9403509,0.9135802,0.8980263,0.8869048,0.8690476,0.9038462,0.8850575,0.9026316,0.8666667,0.8758621,0.8627451,0.9043062,0.9166667,0.8966667,0.8821549,0.9021739,0.8894737,0.8748404,0.8957816,0.8921569,0.8911111,0.9125,0.8865785,0.8927739,0.9,0.9012346,0.902834,0.9305556,0.9031142,0.8571429,0.9188312,0.8839827,0.8828125,0.8970588,0.8857143,0.8987013,0.8814103,0.8858561,0.8836565,0.8904762,0.8857809,0.8842593,0.8872727,0.888172,0.8848214,0.8985507,0.8888889,0.8722944,0.8821053,0.944898,0.899654,0.8954451,0.8936782,0.8878788,0.8897059,0.8896396,0.8886555,0.8920635,0.8888889,0.890937,0.8757143,0.884,0.8862434,0.8842105,0.8765432,0.8819444,0.8876245,0.890937,0.8894009
"entropy_N_F2","num","Nuclear","Nuclear",5.305704,5.598028,5.541678,5.331711,5.463723,5.400469,5.294528,5.191389,5.516714,5.318443,5.409236,5.632192,5.491556,5.209143,5.550991,5.278423,5.232795,5.446196,3.223819,5.406704,5.549166,4.345488,5.523863,5.570838,5.2588,5.532984,5.328188,5.593532,5.585894,5.280088,5.339864,5.444901,5.176912,5.330575,5.275617,5.227928,5.205916,4.033653,5.063631,5.332799,5.552469,5.135783,4.455276,5.054409,5.156335,4.980665,4.958373,5.076369,5.289008,4.849434,4.535691,5.535827,5.066479,5.447465,5.317799,5.084596,4.919297,3.983667,5.431966,5.022037,5.428668,5.063925,5.284143,5.371823,5.161075,5.295279,5.238185,5.177195,4.905179,5.368083,5.378264,5.15723,5.135404,5.50354,5.252201,4.808127,5.150546,5.352322,5.578236,5.468435,5.335112,5.666345,5.456987,5.49449,5.393118,5.336022,5.010964,4.985944,5.04792,5.38471,4.891143,5.393761,5.584249,5.368281,5.121395,5.40977,5.47737
"minimum_N_F3","num","Nuclear","Nuclear",17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.87689,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124,17.84124
"1thPercentile_N_F3","num","Nuclear","Nuclear",18.26441,18.26441,18.12445,18.12445,18.22952,18.33399,18.22952,18.54116,18.32391,18.39465,18.33399,18.05407,18.22952,18.50679,18.19457,18.15954,18.22952,18.54596,18.06814,18.26441,18.12445,18.20051,18.19457,18.22952,18.29923,18.12445,18.26441,18.30653,18.15954,18.05407,18.48717,18.19457,18.40331,18.19457,18.40331,18.12445,17.9834,18.26508,18.47236,18.22952,18.22952,17.98517,18.05407,18.15954,18.19457,18.19457,18.19457,18.15954,18.19457,18.26441,18.05265,18.01877,18.02618,18.26441,18.08929,18.36868,18.08929,17.98694,18.33399,18.22952,18.22952,18.15954,18.19457,18.12445,18.19457,18.29923,18.33399,18.05407,18.08929,18.40331,18.19457,18.15954,18.15954,18.15954,18.08929,17.94797,18.19457,18.33399,18.26441,18.40331,18.36868,18.47236,18.36868,18.12445,18.08929,18.29923,18.22952,18.29923,18.08929,18.08929,18.26441,18.05407,18.57547,18.05407,18.43579,18.98228,18.26441
"5thPercentile_N_F3","num","Nuclear","Nuclear",19.80297,19.60914,19.14923,19.2156,19.41337,19.8351,19.47067,20.52906,19.8351,20.12188,19.99493,18.74604,19.67396,20.43582,19.34767,19.38055,19.60914,20.77566,18.57534,19.67396,19.14923,19.24871,19.5441,19.5115,19.79654,19.08262,19.73857,19.8367,19.2156,18.84765,20.34214,19.28175,20.02674,19.57665,20.27946,19.38055,18.64388,19.47884,20.77566,19.44613,19.47884,18.678,18.84765,19.44613,19.5441,19.43794,19.47884,19.18245,19.57665,19.49844,18.91508,18.74604,18.84765,19.57665,19.01578,20.18506,19.01578,19.85113,19.8351,19.44613,19.34767,19.34767,19.41337,19.14923,19.31474,19.82385,20.05851,18.74604,18.94871,19.99493,19.34767,19.24871,19.40352,19.41337,19.11596,18.33399,19.5115,19.73857,19.70629,20.1535,19.89918,20.05851,19.70629,19.31474,19.04923,19.7708,19.47884,19.67396,18.98228,19.18245,19.64158,19.04923,20.34214,18.91508,20.62188,21.67546,19.64158
"10thPercentile_N_F3","num","Nuclear","Nuclear",21.20032,20.80628,20.12188,20.31083,20.56005,21.17027,20.52906,22.34077,21.26029,21.58716,21.46888,19.5115,21.11607,22.22649,20.46694,20.49803,21.11004,22.56758,19.06575,20.95871,20.12188,20.21657,20.80628,20.745,21.34994,19.99493,21.14018,21.23033,20.1535,19.70629,22.02508,20.30769,21.58716,20.83686,22.0857,20.77566,19.47884,21.23033,22.59578,20.62188,20.65273,19.47884,19.64158,20.59099,20.745,20.52906,20.65273,20.21657,20.92832,20.80628,19.96307,19.44613,19.7708,20.65273,19.93434,21.82181,20.02674,21.49851,21.11004,20.62188,20.40464,20.43582,20.56005,20.05851,20.40464,21.07986,21.64607,19.5115,19.80297,21.46888,20.49803,20.27946,20.62188,20.56005,20.24804,18.74604,20.82157,21.01937,20.98907,21.70481,21.37973,21.4392,20.92832,20.46694,19.99493,21.3201,20.71429,21.07986,19.96307,20.21657,20.98907,20.18506,21.82181,19.8351,22.42609,23.80318,20.89787
"25thPercentile_N_F3","num","Nuclear","Nuclear",24.27983,23.28948,22.11163,22.93137,22.98683,24.06915,23.01451,26.08118,23.88329,24.69578,24.61833,21.34994,24.25359,25.80512,22.95912,23.1524,24.56655,25.85441,20.42018,23.69596,22.22649,22.59578,23.34409,23.45292,24.79868,22.08282,23.96312,23.85661,22.42609,21.58716,25.58213,22.56758,25.50736,23.82991,26.11168,23.85661,21.70481,24.53414,26.02621,23.09735,22.98683,21.26029,21.9672,23.20733,23.58825,23.09735,23.28948,22.53936,23.72281,23.66908,21.9672,21.20032,22.31225,22.98683,21.99616,25.38226,22.56758,24.63122,23.74963,23.26213,22.70819,23.12489,23.20733,22.31225,23.09735,23.90993,24.54063,21.61664,21.99616,24.56655,23.06977,22.70819,23.20733,23.34409,22.93137,19.8351,23.93654,23.72281,23.74963,25.05408,24.79868,24.09559,23.48005,22.93137,22.39769,24.82434,23.50715,24.20104,22.43318,22.65205,23.88329,23.06286,24.69578,21.88008,26.00173,27.91456,23.61523
"median_N_F3","num","Nuclear","Nuclear",28.32209,26.17256,24.87558,26.41468,26.17256,27.57035,26.05066,30.61216,27.17497,28.56828,28.56828,23.88329,28.38945,30.02422,26.17256,26.9633,29.29443,29.79006,22.44028,27.19839,25.07948,25.607,26.72616,26.89238,29.44616,24.90116,27.52413,26.74996,25.53231,24.51467,29.89672,25.731,30.02422,27.86891,30.84007,28.2771,24.92671,28.70167,30.00301,26.24543,25.90361,23.77642,25.31948,26.93968,27.0811,26.79752,26.48688,25.63185,27.26851,27.29185,24.55359,23.58825,25.82978,25.55723,25.10485,29.68302,26.3181,28.69058,27.01048,26.91604,25.85441,26.79752,26.58285,25.10485,27.50099,27.77739,28.02836,25.48239,25.43237,28.45664,26.43877,26.46284,26.60679,27.03404,26.58285,21.64607,28.50135,27.24516,27.05758,29.05439,29.40289,27.05758,26.60679,26.05066,25.80512,29.03247,27.47783,28.153,26.07508,25.78044,27.66256,26.6307,28.23204,24.90116,30.38254,32.82013,26.84499
"mean_N_F3","num","Nuclear","Nuclear",28.66137,26.33219,25.36603,26.91655,26.37849,28.02748,26.31932,30.85112,27.49206,28.77886,28.97881,24.32192,28.74307,30.15293,26.5611,27.60358,29.41143,29.96657,22.99617,27.59077,25.46327,26.13389,27.45175,27.21524,29.69794,25.2247,27.71797,26.87386,26.04733,25.27149,29.98213,26.25912,30.04929,28.23479,30.91379,28.94872,25.33311,28.6804,30.00291,26.5933,26.23629,24.19002,25.99377,27.55968,27.40846,27.23463,26.82607,26.16007,27.70823,27.78547,24.80595,24.44439,26.67087,25.86067,25.90717,30.03395,26.93487,28.93502,27.25817,27.37035,26.38232,27.38464,26.96065,25.47471,28.25026,27.99405,28.32796,26.31598,25.95909,28.76767,26.69381,27.11353,27.17774,27.52613,26.92554,22.24358,28.89353,27.61564,27.20466,29.04126,29.59123,27.24996,26.8923,26.29341,26.31916,29.07164,28.03306,28.33974,26.62171,26.11145,28.07307,26.65053,28.49194,25.34745,30.53066,32.76741,27.14144
"75thPercentile_N_F3","num","Nuclear","Nuclear",32.66945,29.03247,27.98289,30.31961,29.44616,31.51392,29.25093,35.25169,30.69523,32.52787,32.87827,26.74996,32.80072,34.33686,29.66157,31.37219,33.77607,33.79491,24.90111,31.06631,28.16431,29.20192,30.88133,30.44533,34.20683,27.93736,31.1686,29.74729,29.03247,28.00563,34.23008,29.25093,34.42944,32.2132,35.55737,33.41603,28.38945,32.70354,33.83256,29.66157,29.0763,26.6008,29.31615,31.14817,30.82458,30.76256,29.91801,29.20737,31.22982,31.49371,27.15153,26.79752,30.3406,28.41186,29.01054,34.44792,30.48713,33.04244,30.38254,30.90194,29.48936,31.0253,30.27759,28.16431,32.80072,31.55429,31.67511,30.42442,29.33786,32.60606,29.98178,30.81942,30.57054,31.10727,30.48713,23.93654,33.2824,31.08679,30.29861,32.78131,33.94528,30.1142,29.93928,29.22916,29.55406,33.16744,31.89543,32.11423,30.13005,29.09818,31.7554,29.96054,31.93532,28.16431,34.77898,37.59383,30.33011
"90thPercentile_N_F3","num","Nuclear","Nuclear",36.45905,31.87546,31.22982,34.00149,32.39647,35.37788,32.31186,39.53516,34.0763,36.14338,36.87574,29.61861,36.68187,37.98132,33.03281,35.51617,37.6784,37.39007,26.89229,34.61385,31.22982,32.44949,35.06156,33.88897,38.11517,30.73668,34.41094,32.44949,32.50829,31.81549,37.88061,32.82013,38.23191,36.01987,39.5255,37.96455,31.61476,36.18563,37.15093,32.83952,32.07456,29.44616,33.30344,35.43182,34.33686,34.50332,33.26327,32.82013,35.01613,35.31664,29.70446,30.57054,34.68734,31.20943,33.10981,38.51395,34.77898,36.71136,33.66279,34.83385,33.01353,35.10692,33.77607,31.20943,37.2023,34.90688,35.23363,34.31831,32.82013,36.31909,33.10981,34.81557,34.44792,35.16128,33.96403,26.58285,37.44111,34.55863,33.35883,36.14338,37.89742,33.09057,33.09057,32.31186,33.18663,36.57933,36.00219,35.66464,34.11365,32.31186,35.50362,32.80072,35.41385,31.43301,38.89227,41.44701,33.606
"95thPercentile_N_F3","num","Nuclear","Nuclear",38.74467,33.66279,33.3636,36.31909,34.09498,37.6784,34.19287,41.96448,36.17859,38.24856,39.33417,31.47349,38.98464,40.18044,35.10692,38.08175,39.78237,39.62202,29.71355,36.76594,33.10981,34.65061,37.66995,36.16099,40.38589,32.4691,36.24891,34.22543,34.66898,34.44792,39.81436,35.16128,40.25958,38.11517,41.85207,40.54321,33.75627,38.19859,39.12076,34.81557,34.05762,31.10727,35.71101,38.06503,36.49395,36.84119,35.26975,35.03158,37.34236,37.55994,31.68315,33.07133,37.26984,33.09827,35.59316,40.77807,37.356,38.40633,35.66464,37.03078,35.08878,37.39007,35.82493,33.18663,39.3641,37.2023,37.54214,36.40663,34.96155,38.34829,34.87039,37.33895,36.78931,37.49378,35.9491,28.56828,39.79837,36.84119,35.17938,38.06503,40.30699,35.01613,35.01613,34.26262,35.34187,38.53047,38.59651,37.81333,36.24451,34.33686,37.66066,34.59545,37.49209,33.53014,41.12474,43.61445,35.53947
"99thPercentile_N_F3","num","Nuclear","Nuclear",42.49078,37.43329,37.58536,40.76245,37.30484,41.8691,37.76026,46.32556,40.08526,42.08416,43.73106,35.16128,43.10054,43.64815,39.07191,42.62765,44.15251,44.26239,34.27612,40.92658,37.36213,38.07891,42.01148,40.44889,44.60395,35.93139,39.82619,37.6953,39.05561,39.63808,43.27742,39.97394,43.43776,42.17482,45.8905,45.09396,37.356,41.39752,42.59762,38.51395,38.01516,34.57704,39.6801,42.59538,40.31393,40.84047,38.87901,38.48087,41.22833,41.25487,35.95194,37.89742,41.17223,36.80661,40.19628,45.20564,41.70578,43.00442,39.34793,40.81583,39.26565,41.70426,39.85543,36.93749,43.17816,41.81615,42.10359,40.03536,38.463,42.65512,38.36489,42.01027,41.2382,41.32734,39.609,32.13286,43.45798,40.98052,39.03931,41.97798,44.44467,39.20204,38.75781,38.23191,39.75499,42.14462,42.99702,41.83715,40.25246,38.32704,41.90224,38.06587,41.62786,37.41236,45.05131,47.29201,39.25073
"maximum_N_F3","num","Nuclear","Nuclear",55.38262,46.49689,47.16301,55.60059,47.67319,58.21824,46.97365,60.01662,49.21079,52.02795,58.7191,46.75631,56.80131,51.64723,52.57569,55.53185,53.66626,58.81659,35.84269,56.40767,49.22372,49.32708,59.66555,53.86755,57.85626,43.81832,47.27087,46.63361,51.42488,50.34898,53.32114,51.06461,53.99739,51.12691,57.63577,56.04536,43.51215,45.61221,51.52382,51.16425,47.48586,44.55312,47.36505,55.92027,51.56088,49.78953,50.37426,46.93298,48.76896,46.94654,42.74458,56.04536,51.81952,46.74269,49.82787,54.29134,49.43022,50.05732,49.40446,47.33816,47.85977,54.59536,52.79319,64.55473,60.06963,52.32079,55.38262,49.14606,48.69057,57.04735,48.63825,49.78953,49.48171,54.61868,49.23665,39.28316,52.64829,56.91328,78.29033,66.36366,55.01355,54.11516,69.91399,55.66925,72.19863,47.92624,58.08687,56.87971,49.86619,47.33816,52.9978,49.82787,55.82912,48.29674,54.32651,55.97716,53.28531
"entropy_N_F3","num","Nuclear","Nuclear",5.03344,5.410849,5.333486,5.103192,5.197461,5.135747,5.08176,4.903138,5.383631,5.086997,5.21909,5.47018,5.244598,5.036018,5.264351,5.100328,4.959428,5.274417,3.060639,5.220177,5.322786,4.091512,5.247391,5.346987,4.952262,5.303775,5.115983,5.372481,5.298735,5.171439,5.049564,5.216753,4.936764,4.990349,5.013288,4.942088,4.884395,3.810718,4.919482,5.070789,5.361042,5.0339,4.175572,4.89594,4.996381,4.759932,4.743474,4.820771,5.093109,4.468269,4.420766,5.361025,4.823422,5.265459,5.127823,4.901951,4.702187,3.733037,5.267925,4.805102,5.170101,4.907141,5.14141,5.170949,4.721639,4.963273,5.037908,4.808779,4.609229,5.134665,5.071724,4.900332,4.97616,5.163254,4.979891,4.66939,4.822092,5.19295,5.332847,5.160738,5.023751,5.417625,5.253284,5.244023,5.269363,5.022431,4.855884,4.706134,4.829166,5.141994,4.683911,5.071277,5.297415,5.125698,4.980081,5.206912,5.296609
"minimum_N_F4","num","Nuclear","Nuclear",0.04709044,0.07166267,0.03546614,0.06577595,0.07822252,0.03341461,0.10466481,0.04592273,0.07257093,0.07377474,0.0571762,0.0681504,0.09678112,0.13673692,0.04087617,0.05134438,0.09124876,0.10038413,0.22830778,0.06183711,0.08436066,0.11294481,0.04511886,0.06209002,0.08966528,0.05271818,0.07501429,0.01646623,0.06685998,0.07624399,0.0540255,0.06679174,0.06865675,0.09659557,0.05804637,0.05220215,0.0895507,0.16283762,0.04835707,0.0836494,0.04664751,0.12283895,0.13988276,0.11222957,0.08014038,0.11174322,0.0740774,0.10501158,0.07034315,0.09571459,0.08142558,0.0702941,0.12427834,0.06810812,0.06601258,0.0848543,0.04569411,0.15547124,0.10365723,0.05822984,0.05902866,0.07716155,0.08521247,0.07757859,0.0814791,0.07128464,0.05639195,0.05067611,0.07757939,0.0861452,0.05967144,0.05827309,0.05144068,0.08447507,0.06580971,0.10512201,0.09083242,0.05819392,0.04110756,0.05279197,0.07035945,0.04529988,0.04857734,0.04724802,0.07289659,0.07456427,0.10558981,0.06932186,0.11228324,0.06880662,0.10321618,0.04223544,0.03376502,0.0675434,0.08666719,0.10353412,0.04719565
"1thPercentile_N_F4","num","Nuclear","Nuclear",0.2592166,0.2579069,0.2671369,0.2744134,0.2668847,0.2427053,0.2602542,0.2230465,0.2724914,0.2557998,0.2666946,0.2884685,0.2667273,0.2725632,0.2550027,0.2994674,0.2730214,0.2691385,0.2785774,0.2633411,0.2634152,0.2511604,0.2428706,0.2532111,0.2512623,0.2779023,0.2754425,0.2412131,0.2466489,0.287064,0.263921,0.2584862,0.2652113,0.2527776,0.2628328,0.2696129,0.2678616,0.2778071,0.2871473,0.2555858,0.2718728,0.2920167,0.2600341,0.2975473,0.2849008,0.2775836,0.2547779,0.275449,0.2870368,0.2603436,0.2565174,0.2729537,0.2726325,0.2578453,0.2941176,0.2591109,0.256435,0.2938751,0.2670511,0.2777952,0.2519703,0.2795616,0.2953683,0.2680155,0.2657506,0.2407862,0.2470662,0.2988881,0.284554,0.263151,0.2713153,0.2695911,0.2805344,0.2341529,0.2801509,0.282403,0.2773046,0.2878056,0.2570066,0.2326413,0.2545966,0.227198,0.2558258,0.2496906,0.284321,0.2603549,0.2986775,0.2687323,0.2819779,0.2513389,0.2773232,0.2644414,0.2238314,0.2693044,0.2820831,0.2766819,0.2755269
"5thPercentile_N_F4","num","Nuclear","Nuclear",0.3900147,0.3777683,0.3959819,0.393539,0.3951815,0.3619023,0.394007,0.3321121,0.4033535,0.390653,0.3869222,0.4235641,0.3974328,0.4166227,0.3720425,0.439894,0.3954752,0.3929984,0.4451233,0.4020994,0.379168,0.4136702,0.3603876,0.3764199,0.377374,0.4081636,0.4150446,0.3621699,0.3630719,0.4266489,0.3919406,0.3796481,0.3883431,0.3601345,0.3787771,0.4004123,0.4008012,0.3756308,0.3998472,0.3673987,0.399483,0.4512306,0.4023247,0.4270138,0.4197115,0.4188839,0.376129,0.391754,0.4126378,0.3771454,0.4029262,0.4043546,0.4098684,0.3776073,0.4268316,0.4042457,0.3836498,0.4100719,0.3908347,0.4041887,0.3789766,0.412685,0.4308702,0.3915864,0.3863317,0.3617258,0.3694673,0.4288569,0.4006774,0.3832681,0.3987511,0.3962181,0.4110684,0.3497526,0.4158093,0.4190518,0.3912477,0.4275439,0.3789451,0.3452053,0.3793898,0.3424192,0.3794104,0.3699874,0.4254908,0.3882367,0.4274274,0.3942995,0.4033911,0.3783266,0.4148229,0.3785231,0.3333579,0.4023306,0.4154791,0.398546,0.4002008
"10thPercentile_N_F4","num","Nuclear","Nuclear",0.4602882,0.4485068,0.4645278,0.4681265,0.4670038,0.4329726,0.4653539,0.3968386,0.4757669,0.4581654,0.459762,0.4979148,0.4652356,0.4889543,0.4398108,0.5155721,0.4653828,0.4618831,0.5070222,0.4753177,0.4462352,0.4936573,0.4255714,0.445412,0.4490276,0.4809785,0.4880012,0.4287584,0.4286782,0.5041442,0.4627561,0.4482268,0.458896,0.4246868,0.4453977,0.4731029,0.4784629,0.4496138,0.4732962,0.4332251,0.4670874,0.5321953,0.4771597,0.4992646,0.4899524,0.4959458,0.4455688,0.4626553,0.4860124,0.4361646,0.4806262,0.4760634,0.4748177,0.4459887,0.4974304,0.474436,0.4516403,0.485623,0.46259,0.4740327,0.4506304,0.4818067,0.5026976,0.4650101,0.4528223,0.4273064,0.4350302,0.5039767,0.4685898,0.4545694,0.4694062,0.4736169,0.4902527,0.4142044,0.489338,0.4935678,0.4584652,0.5033205,0.4463112,0.4081988,0.4504161,0.4077104,0.4494154,0.4414677,0.499785,0.4524105,0.5040876,0.4716417,0.4719259,0.4464185,0.4797104,0.4513467,0.3967291,0.4760219,0.4850202,0.4653209,0.4721919
"25thPercentile_N_F4","num","Nuclear","Nuclear",0.5712389,0.5613154,0.5768006,0.5811186,0.5804212,0.5436063,0.5796815,0.5053542,0.5910431,0.573616,0.5741769,0.6147104,0.579171,0.6058999,0.5543729,0.636477,0.5830898,0.5749362,0.6215552,0.5921768,0.5584725,0.6003977,0.5348109,0.5509352,0.5630989,0.6022231,0.6083939,0.5376167,0.537903,0.6254434,0.5778524,0.5673243,0.5705919,0.5332199,0.5548987,0.5856618,0.5892525,0.5501737,0.5847863,0.5466488,0.5783227,0.6522972,0.5953709,0.6195585,0.6051386,0.6140566,0.5642221,0.5796616,0.5984795,0.5491001,0.5928918,0.5936864,0.5920116,0.5559652,0.6162299,0.5877912,0.5709793,0.5997438,0.5766713,0.5967134,0.5658414,0.6048474,0.6211505,0.5815439,0.572113,0.5379674,0.5470377,0.6200432,0.5858709,0.5667781,0.5814728,0.5915613,0.6092792,0.5206646,0.6038381,0.6143831,0.5680117,0.6161497,0.5607721,0.5148126,0.5660807,0.5137263,0.5613019,0.5533155,0.6199075,0.5606115,0.6240686,0.5840427,0.5873728,0.5596366,0.5979215,0.5652362,0.499171,0.5915127,0.6036752,0.5770112,0.5883314
